ID,Name,Description,Media_Type,Download_URL
ALE1975,ALE1975.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-1075-2A0A-629D-0/ALE1975.pdf
Alpher1999,Alpher1999.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-D9D6-7A77-ABD0-0/Alpher1999.pdf
Ardila2007,Ardila2007.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-DBE4-C639-16ED-0/Ardila2007.pdf
Backstrom1992,Backstrom1992.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-7024-94E9-3662-0/Backstrom1992.pdf
Bakstrom1992,Bakstrom1992.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-10D7-907D-55FE-0/Bakstrom1992.pdf
Beaufils2015,Beaufils2015.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-D39A-50FB-EF52-0/Beaufils2015.pdf
Bender1971,Bender1971.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-5FFB-17AB-9DF7-0/Bender1971.pdf
Benedict1976,Benedict1976.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-3348-2E93-56EC-0/Benedict1976.pdf
BirketSmith1928,BirketSmith1928.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-C498-3040-D644-0/BirketSmith1928.pdf
Borin2012,Borin2012.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-6727-D480-0CFA-0/Borin2012.pdf
Bowern2008,Bowern2008.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-E2BF-10CA-4D98-0/Bowern2008.pdf
Bowern2012,Bowern2012.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-3623-2679-3CA7-0/Bowern2012.pdf
Brinton1891,Brinton1891.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-DF06-814E-76E4-0/Brinton1891.pdf
Bromley1967,Bromley1967.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-4876-30F5-783B-0/Bromley1967.pdf
Buck1949,Buck1949.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-CE1F-FFC5-C004-0/Buck1949.pdf
Calero2002,Calero2002.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-0B99-B2E7-F457-0/Calero2002.pdf
Campbell1999,Campbell1999.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-EC01-62C4-30ED-0/Campbell1999.pdf
Castro2015,Castro2015.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-076B-4EB7-AB85-0/Castro2015.pdf
Chen1996,Chen1996.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-87AF-C20B-A734-0/Chen1996.pdf
Chen2009,Chen2009.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-786F-687C-8AFA-0/Chen2009.pdf
Clouse1993,Clouse1993.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-5300-FA28-C1E3-0/Clouse1993.pdf
ConradandDye1975,ConradandDye1975.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-53C9-0FB7-E352-0/ConradandDye1975.pdf
Cross1964,Cross1964.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-1DC5-ACF0-4FCC-0/Cross1964.pdf
DaCosta2016,DaCosta2016.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-B8C2-6659-EA50-0/DaCosta2016.pdf
Daniel2021,Daniel2021.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-2D3D-32B7-216C-0/Daniel2021.pdf
Daniels2016,Daniels2016.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-E0F9-102F-27A0-0/Daniels2016.pdf
Davies1985,Davies1985.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-5435-1785-476C-0/Davies1985.pdf
Davletshin2012,Davletshin2012.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-BE27-1E57-EF4B-0/Davletshin2012.pdf
Dixon1919,Dixon1919.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-E523-184F-B67A-0/Dixon1919.pdf
Dolch1936,Dolch1936.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-B309-4F71-ECFE-0/Dolch1936.pdf
Dolgopolsky1964,Dolgopolsky1964.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-F41D-6AB7-0B17-0/Dolgopolsky1964.pdf
Dolgopolsky1986,Dolgopolsky1986.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-6EED-ECFF-EDA0-0/Dolgopolsky1986.pdf
Duerr1987,Duerr1987.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-84E3-D561-EDC5-0/Duerr1987.pdf
Duong2020,Duong2020.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-2D36-D62B-3247-0/Duong2020.pdf
Dye1968,Dye1968.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-2820-C1F0-8864-0/Dye1968.pdf
Dyen1964,Dyen1964.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-1B8C-E910-0EE8-0/Dyen1964.pdf
Ferguson1964,Ferguson1964.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-E0D7-A5F4-4FCC-0/Ferguson1964.pdf
Foley1986,Foley1986.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-72DE-267C-1377-0/Foley1986.pdf
Forni2013,Forni2013.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-EB1C-395B-EB5F-0/Forni2013.pdf
Forster2006,Forster2006.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-77FB-23F8-97F8-0/Forster2006.pdf
Gabelentz1861,Gabelentz1861.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-F6DC-4E12-E797-0/Gabelentz1861.pdf
Gabelentz1891,Gabelentz1891.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-3467-B183-D7FF-0/Gabelentz1891.pdf
Gallatin1836,Gallatin1836.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-42A6-4605-5BA5-0/Gallatin1836.pdf
Galucio2015,Galucio2015.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-F16B-97E2-DA68-0/Galucio2015.pdf
Gerardi2021b,Gerardi2021b.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-3175-165B-AF4A-0/Gerardi2021b.pdf
Goddard2001,Goddard2001.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-1C10-2132-200D-0/Goddard2001.pdf
Goddard2011,Goddard2011.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-C1BF-E247-4C8F-0/Goddard2011.pdf
Greenhill2008,Greenhill2008.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-A562-8EF7-96DA-0/Greenhill2008.pdf
Gregersen1976,Gregersen1976.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-1A77-3C11-D40D-0/Gregersen1976.pdf
Gruntov2015,Gruntov2015.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-A780-EAD5-2E8C-0/Gruntov2015.pdf
Gudschinsky1956,Gudschinsky1956.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-DCEC-5E9C-503D-0/Gudschinsky1956.pdf
Hale1846,Hale1846.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-B4BA-C46C-3F66-0/Hale1846.pdf
Hattori1961,Hattori1961.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-28B2-C812-C8D6-0/Hattori1961.pdf
Hattori1973,Hattori1973.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-D793-BF6A-3B28-0/Hattori1973.pdf
Hays1972,Hays1972.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-0A2D-2324-DF7D-0/Hays1972.pdf
He2010,He2010.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-36FC-4B7B-E95D-0/He2010.pdf
Heeschen1978,Heeschen1978.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-C0FD-01FA-AD93-0/Heeschen1978.pdf
Holman2008,Holman2008.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-2ADD-93A3-8905-0/Holman2008.pdf
Hooley1971,Hooley1971.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-7BC8-E384-7C5B-0/Hooley1971.pdf
Huber1992,Huber1992.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-78F1-75A6-501A-0/Huber1992.pdf
Huttenlocher1979,Huttenlocher1979.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-B51E-8970-9B48-0/Huttenlocher1979.pdf
Hymes1960,Hymes1960.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-40CE-AC89-9B73-0/Hymes1960.pdf
Janhunan2008,Janhunan2008.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-062A-6A8E-0CAD-0/Janhunan2008.pdf
Johansson2020a,Johansson2020.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-4A56-AB35-C03A-0/Johansson2020.pdf
Johansson2020b,Johansson2020b.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-9844-71E1-F71E-0/Johansson2020b.pdf
Josserand1983,Josserand1983.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-AC3F-1827-8A1F-0/Josserand1983.pdf
Kassian2010,Kassian2010.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-B9C2-91A7-7B4B-0/Kassian2010.pdf
Kassian2015,Kassian2015.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-FAC3-DC12-6CAA-0/Kassian2015.pdf
Kitchen2009,Kitchen2009.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-7743-A311-A89B-0/Kitchen2009.pdf
Kraft1981,Kraft1981.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-866A-E7B6-914D-0/Kraft1981.pdf
Krisadawan2000,Krisadawan2000.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-571E-3111-872C-0/Krisadawan2000.pdf
Larson1972,Larson1972.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-CD03-3CDD-3DDC-0/Larson1972.pdf
Laycock1968,Laycock1968.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-5C98-1EF6-171C-0/Laycock1968.pdf
Lee2011,Lee2011.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-14C5-3F7D-420A-0/Lee2011.pdf
Leibniz1768,Leibniz1768.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-A70C-D534-B3C4-0/Leibniz1768.pdf
Lin2010,Lin2010.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-45DB-F0CD-62BF-0/Lin2010.pdf
List2016f,List2016f.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-8EFE-CCC0-517C-0/List2016f.pdf
Liu2007,Liu2007.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-87D0-93C1-F6B3-0/Liu2007.pdf
Luqman2010,Luqman2010.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-BF75-7AAC-19E5-0/Luqman2010.pdf
Mallory2006,Mallory2006.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-C2BF-60F9-324F-0/Mallory2006.pdf
Mann1998,Mann1998.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-4772-44F4-02B9-0/Mann1998.pdf
Mann2004,Mann2004.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-BD9C-282A-3194-0/Mann2004.pdf
Marsden1782,Marsden1782.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-0BE6-D7EA-EFE2-0/Marsden1782.pdf
Matisoff1978,Matisoff1978.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-8016-73B9-AE92-0/Matisoff1978.pdf
Matisoff2000,Matisoff2000.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-1761-3AE4-0891-0/Matisoff2000.pdf
McElhanon1967,McElhanon1967.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-F2A9-EA0D-DFE5-0/McElhanon1967.pdf
McMahon2005,McMahon2005.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-EFFC-3DC8-C6A3-0/McMahon2005.pdf
Miedema1985,Miedema1985.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-AD30-D919-4E79-0/Miedema1985.pdf
Miller1984,Miller1984.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-44CA-4CEE-5C4F-0/Miller1984.pdf
Miller1994,Miller1994.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-B4A0-7C1E-C559-0/Miller1994.pdf
Mitterhofer2013,Mitterhofer2013.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-E813-C602-E25B-0/Mitterhofer2013.pdf
Nagaraja2013,Nagaraja2013.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-E7BD-F4BF-7614-0/Nagaraja2013.pdf
Nahhas2006,Nahhas2006.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-CE91-D88E-D700-0/Nahhas2006.pdf
Nelson2001,Nelson2001.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-0B12-5362-1E08-0/Nelson2001.pdf
Nicholas1988,Nicholas1988.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-7296-A115-6585-0/Nicholas1988.pdf
Nicholas1989,Nicholas1989.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-72D9-618A-A288-0/Nicholas1989.pdf
Nordenskioeld1905,Nordenskioeld1905.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-3D35-6B31-33B1-0/Nordenskioeld1905.pdf
Norman2003,Norman2003.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-B756-59E5-428E-0/Norman2003.pdf
OGrady1969,OGrady1969.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-8824-48E3-C56C-0/OGrady1969.pdf
Pagel2013,Pagel2013.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-9291-5FB1-D4E4-0/Pagel2013.pdf
Pallas1786,Pallas1786.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-788B-3A7A-F5BD-0/Pallas1786.pdf
Pallas1789,Pallas1789.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-7476-0A24-F9C6-0/Pallas1789.pdf
Payne1991,Payne1991.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-63A0-89F9-9503-0/Payne1991.pdf
Peiros1999,Peiros1999.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-FBBB-8141-42C2-0/Peiros1999.pdf
Perrin2010,Perrin2010.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-EBFF-6187-6C67-0/Perrin2010.pdf
Peust2013,Peust2013.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-890C-FAC5-01DF-0/Peust2013.pdf
Pozdniakov2014,Pozdniakov2014.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-61E8-C809-F350-0/Pozdniakov2014.pdf
QLAA1979,QLAA1979.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-7C15-387E-ADDC-0/QLAA1979.pdf
Ray1895,Ray1895.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-2074-3E06-2E64-0/Ray1895.pdf
Rea1958,Rea1958.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-7584-275E-952B-0/Rea1958.pdf
Rea1973,Rea1973.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-C655-BBF5-5EBD-0/Rea1973.pdf
Ringe1992,Ringe1992.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-955A-2311-4E98-0/Ringe1992.pdf
Ringe2002,Ringe2002.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-B4F7-13C7-EAE0-0/Ringe2002.pdf
Rowe1954,Rowe1954.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-A8ED-1F11-7957-0/Rowe1954.pdf
Rowe1954b,Rowe1954b.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-0599-4CDE-F7D6-0/Rowe1954b.pdf
SIL1980,SIL1980.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-6C2D-484C-E5CA-0/SIL1980.pdf
Samarin1967,Samarin1967.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-D277-3976-CC59-0/Samarin1967.pdf
Samarin1969,Samarin1967.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-D277-3976-CC59-0/Samarin1967.pdf
Sato2002,Sato2002.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-230E-DE47-B663-0/Sato2002.pdf
SatterthwaitePhillips2011,SatterthwaitePhillips2011.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-6BEA-C151-35BB-0/SatterthwaitePhillips2011.pdf
Shevoroshkin1991,Shevoroshkin1991.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-8451-1EED-418C-0/Shevoroshkin1991.pdf
Shin1995,Shin1995.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-CD86-F944-A264-0/Shin1995.pdf
Sidwell2015,Sidwell2015.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-3D62-A536-09C8-0/Sidwell2015.pdf
Smith1980,Smith1980.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-B6CB-D110-4C13-0/Smith1980.pdf
Smith2015,Smith2015.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-E8F6-E17D-57D3-0/Smith2015.pdf
Snider2004,Snider2004.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-5923-B1E2-93B3-0/Snider2004.pdf
Snoek2013,Snoek2013.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-E80D-E655-9A68-0/Snoek2013.pdf
Starostin1991,Starostin1991.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-BA5C-CCFE-F501-0/Starostin1991.pdf
Starostin2007,Starostin2007.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-D4BF-DD7A-FBC6-0/Starostin2007.pdf
Starostin2010,Starostin2010.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-9A92-475B-67DA-0/Starostin2010.pdf
Stokhof-1975-117,Stokhof_1975_117.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-D10E-AB6C-7134-0/Stokhof_1975_117.pdf
Struve2014,Struve2014.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-1A94-D097-0AE7-0/Struve2014.pdf
Swadesh1950,Swadesh1950.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-E2E2-1C47-2366-0/Swadesh1950.pdf
Swadesh1952,Swadesh1952.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-BF5B-6FD1-C12C-0/Swadesh1952.pdf
Swadesh1954,Swadesh1954.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-0197-6DD7-5852-0/Swadesh1954.pdf
Swadesh1955,Swadesh1955.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-840E-3CD5-C8AA-0/Swadesh1955.pdf
Swadesh1971,Swadesh1971.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-0D29-EF17-0734-0/Swadesh1971.pdf
Tadmor2009,Tadmor2009.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-8123-2F91-AFE5-0/Tadmor2009.pdf
Thomas1960,Thomas1960.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-CF51-4CB3-0270-0/Thomas1960.pdf
Thomas1979,Thomas1979.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-1283-3702-5D99-0/Thomas1979.pdf
Tolmie1884,Tolmie1884.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-CC88-DD14-3D38-0/Tolmie1884.pdf
Trask1996,Trask1996.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-869C-6260-A20A-0/Trask1996.pdf
Trask2000,Trask2000.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-BC95-8027-72EB-0/Trask2000.pdf
Trick1983,Trick1983.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-254E-8352-CC6C-0/Trick1983.pdf
Tryon1983,Tryon1983.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-E597-FB7F-873A-0/Tryon1983.pdf
Urban2011,Urban2011.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-0786-4F79-1847-0/Urban2011.pdf
Urban2016,Urban2016.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-E1C0-ED15-A01F-0/Urban2016.pdf
Voorhoeve1971,Voorhoeve1971.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-CB16-8DFD-561C-0/Voorhoeve1971.pdf
Voorhoeve1975,Voorhoeve1975.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-D4F1-54BA-E96C-0/Voorhoeve1975.pdf
Walker2011,Walker2011.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-150A-F0E3-7D03-0/Walker2011.pdf
Wang1960,Wang1960.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-9A8E-8CF2-FADD-0/Wang1960.pdf
Wang2004,Wang2004.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-472C-3E8F-947D-0/Wang2004.pdf
Wichmann2010,Wichmann2010.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-0EC6-F0E1-E6BD-0/Wichmann2010.pdf
Wilkins1996,Wilkins1996.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-1982-E6E1-8583-0/Wilkins1996.pdf
Wilson1969,Wilson1969.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-DA07-F656-F753-0/Wilson1969.pdf
Wittmann1969,Wittmann1969.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-92EF-4ED7-4BDE-0/Wittmann1969.pdf
Woodward1991,Woodward1991.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-67D0-2FCC-8248-0/Woodward1991.pdf
Woodward2009,Woodward2009.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-9739-67FF-F008-0/Woodward2009.pdf
Wu2020,Wu2020.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-C818-DD44-50E2-0/Wu2020.pdf
Youn2016,Youn2016.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-4D84-BF14-4AAA-0/Youn2016.pdf
Zgraggen1980,Zgraggen1980.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-4A8B-07CF-2BC7-0/Zgraggen1980.pdf
Zheng2007,Zheng2007.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-7440-287A-7543-0/Zheng2007.pdf
Zorc1974,Zorc1974.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-64FC-7E94-CD44-0/Zorc1974.pdf
vanderWouw1974,vanderWouw1974.pdf,,application/pdf,https://cdstar.eva.mpg.de/bitstreams/EAEA0-BD3E-45E8-E2D5-0/vanderWouw1974.pdf
